역사_ID,역사명,호선,위도,경도,station_x_5179,station_y_5179,matched_CELL_ID,matched_CELL_X,matched_CELL_Y,distance_m
1202,상봉(시외버스터미널),중앙선,37.596678,127.08504,963368.9132275161,1955333.0523390651,다사63255525,963375,1955375,42.38696801114905
1201,중랑,중앙선,37.594917,127.076116,962580.2510133353,1955141.196162397,다사62505500,962625,1955125,47.589783398417545
1032,신길,경부선,37.516862,126.917865,948556.3862019607,1946556.1959599305,다사48504650,948625,1946625,97.16917829874357
1030,수서,분당선,37.487472,127.101422,964763.701539656,1943211.023500986,다사64754300,964875,1943125,140.6676579630678
1028,대모산입구,분당선,37.491373,127.07272,962228.2529211695,1943654.942600562,다사62004350,962125,1943625,107.50686051807223
1027,개포동,분당선,37.489116,127.06614,961645.4209945868,1943407.2041574996,다사61504325,961625,1943375,38.13298808344278
1026,구룡,분당선,37.486839,127.058856,961000.3055947432,1943157.5788929611,다사61004300,961125,1943125,128.88009531697838
1025,도곡,분당선,37.491224,127.055186,960678.153213715,1943645.5919471222,다사60504350,960625,1943625,57.00256498186926
1024,한티,분당선,37.496237,127.052873,960476.3232360209,1944202.7199440945,다사60254400,960375,1944125,127.69803392299436
1023,선릉,분당선,37.504856,127.048807,960121.4924365605,1945160.6575315925,다사60004500,960125,1945125,35.82963243677878
1021,녹천,경원선,37.644799,127.051269,960413.2473256964,1960685.5837609696,다사60256050,960375,1960625,71.64670275836119
1020,월계,경원선,37.633212,127.058831,961074.3204619297,1959396.8869664392,다사61005925,961125,1959375,55.20375783344495
1019,광운대,경원선,37.623632,127.061835,961334.4111855609,1958332.7833406357,다사61255825,961375,1958375,58.56362510513777
1018,석계,경원선,37.614532,127.065934,961691.4576976344,1957321.496610469,다사61505725,961625,1957375,85.31845208493918
1017,신이문,경원선,37.601854,127.067325,961807.7389674726,1955914.3628688278,다사61755575,961875,1955875,77.93254736634697
1016,외대앞,경원선,37.596073,127.063549,961471.4484915581,1955274.5304201748,다사61255525,961375,1955375,139.2711312299769
1015,회기,중앙선,37.58946,127.057583,960941.3295757656,1954543.3138982654,다사60755450,960875,1954625,105.2246731420541
1014,청량리(서울시립대입구),경원선,37.580759,127.0483,960117.1360277554,1953581.8810886513,다사60005350,960125,1953625,43.83015600433503
1013,왕십리(성동구청),경원선,37.561827,127.038352,959228.4528819383,1951485.7417429602,다사59005125,959125,1951375,151.54613955888271
1012,응봉,경원선,37.549946,127.034538,958885.0812025578,1950169.2698206422,다사58755000,958875,1950125,45.40316800293514
1011,옥수,경원선,37.540446,127.018672,957478.2107452041,1949122.3542324784,다사57254900,957375,1949125,103.24465124823067
1010,한남,경원선,37.52943,127.009169,956632.3064542711,1947904.5310255159,다사56504775,956625,1947875,30.421468439808702
1009,서빙고,경원선,37.519594,126.988537,954803.4066970559,1946822.9966981919,다사54754675,954875,1946875,88.48697319602294
1008,이촌(국립중앙박물관),경원선,37.522427,126.973406,953468.0711584435,1947144.6788468861,다사53254700,953375,1947125,95.12884709054524
1007,신도림,경부선,37.508787,126.891144,946189.2156039267,1945675.26583069,다사46004550,946125,1945625,81.54935635937743
1006,영등포,경부선,37.515504,126.907628,947650.7794917413,1946411.1803196233,다사47504625,947625,1946375,44.42519243049996
